Tanggal,Bahan_pangan,Daerah,Harga_lag_1,Harga_lag_7,Harga_lag_30,Google_trends,Harga
2024-10-14,Bawang Putih Bonggol,Jawa Timur,0,0,34900,0,0
2024-10-14,Bawang Putih Bonggol,Kalimantan Barat,0,0,38120,0,0
2024-10-14,Bawang Putih Bonggol,Kalimantan Selatan,0,0,38340,0,0
2024-10-14,Bawang Putih Bonggol,Kalimantan Tengah,0,0,39880,0,0
2024-10-14,Bawang Putih Bonggol,Kalimantan Timur,0,0,42410,0,0
2024-10-14,Bawang Putih Bonggol,Kalimantan Utara,0,0,43040,0,0
2024-10-14,Bawang Putih Bonggol,Kepulauan Bangka Belitung,0,0,40090,0,0
2024-10-14,Bawang Putih Bonggol,Kepulauan Riau,0,0,34220,0,0
2024-10-14,Bawang Putih Bonggol,Lampung,0,0,36790,0,0
2024-10-14,Bawang Putih Bonggol,Maluku Utara,0,0,56160,0,0
2024-10-14,Bawang Putih Bonggol,Maluku,0,0,45750,0,0
2024-10-14,Bawang Putih Bonggol,Nusa Tenggara Barat,0,0,38690,0,0
2024-10-14,Bawang Putih Bonggol,Nusa Tenggara Timur,0,0,41030,0,0
2024-10-14,Bawang Putih Bonggol,Papua Barat,0,0,51190,0,0
2024-10-14,Bawang Putih Bonggol,Papua,0,0,51560,0,0
2024-10-14,Bawang Putih Bonggol,Riau,0,0,37620,0,0
2024-10-14,Bawang Putih Bonggol,Sulawesi Barat,0,0,41020,0,0
2024-10-14,Bawang Putih Bonggol,Sulawesi Selatan,0,0,40090,0,0
2024-10-14,Bawang Putih Bonggol,Sulawesi Tengah,0,0,45460,0,0
2024-10-14,Bawang Putih Bonggol,Sulawesi Tenggara,0,0,44140,0,0
2024-10-14,Bawang Putih Bonggol,Sulawesi Utara,0,0,45600,0,0
2024-10-14,Bawang Putih Bonggol,Sumatera Barat,0,0,38540,0,0
2024-10-14,Bawang Putih Bonggol,Sumatera Selatan,0,0,37070,0,0
2024-10-14,Bawang Putih Bonggol,Sumatera Utara,0,0,38580,0,0
2024-10-14,Beras Medium,Aceh,0,0,13500,0,0
2024-10-14,Beras Medium,Bali,0,0,14080,0,0
2024-10-14,Beras Medium,Banten,0,0,12790,0,0
2024-10-14,Beras Medium,Bengkulu,0,0,13940,0,0
2024-10-14,Beras Medium,DI Yogyakarta,0,0,13020,0,0
2024-10-14,Beras Medium,DKI Jakarta,0,0,13600,0,0
2024-10-14,Beras Medium,Gorontalo,0,0,13460,0,0
2024-10-14,Beras Medium,Jambi,0,0,13120,0,0
2024-10-14,Beras Medium,Jawa Barat,0,0,12860,0,0
2024-10-14,Beras Medium,Jawa Tengah,0,0,13120,0,0
2024-10-14,Beras Medium,Jawa Timur,0,0,12580,0,0
2024-10-14,Beras Medium,Kalimantan Barat,0,0,14650,0,0
2024-10-14,Beras Medium,Kalimantan Selatan,0,0,12930,0,0
2024-10-14,Beras Medium,Kalimantan Tengah,0,0,14000,0,0
2024-10-14,Beras Medium,Kalimantan Timur,0,0,15510,0,0
2024-10-14,Beras Medium,Kalimantan Utara,0,0,15540,0,0
2024-10-14,Beras Medium,Kepulauan Bangka Belitung,0,0,13910,0,0
2024-10-14,Beras Medium,Kepulauan Riau,0,0,14040,0,0
2024-10-14,Beras Medium,Lampung,0,0,13100,0,0
2024-10-14,Beras Medium,Maluku Utara,0,0,15720,0,0
2024-10-14,Beras Medium,Maluku,0,0,14610,0,0
2024-10-14,Beras Medium,Nusa Tenggara Barat,0,0,12830,0,0
2024-10-14,Beras Medium,Nusa Tenggara Timur,0,0,13410,0,0
2024-10-14,Beras Medium,Papua Barat,0,0,15570,0,0
2024-10-14,Beras Medium,Papua,0,0,15470,0,0
2024-10-14,Beras Medium,Riau,0,0,13930,0,0
2024-10-14,Beras Medium,Sulawesi Barat,0,0,13070,0,0
2024-10-14,Beras Medium,Sulawesi Selatan,0,0,12590,0,0
2024-10-14,Beras Medium,Sulawesi Tengah,0,0,13490,0,0
2024-10-14,Beras Medium,Sulawesi Tenggara,0,0,12880,0,0
2024-10-14,Beras Medium,Sulawesi Utara,0,0,13790,0,0
2024-10-14,Beras Medium,Sumatera Barat,0,0,15270,0,0
2024-10-14,Beras Medium,Sumatera Selatan,0,0,12490,0,0
2024-10-14,Beras Medium,Sumatera Utara,0,0,13960,0,0
2024-10-14,Beras Premium,Aceh,0,0,14660,0,0
2024-10-14,Beras Premium,Bali,0,0,15530,0,0
2024-10-14,Beras Premium,Banten,0,0,14730,0,0
2024-10-14,Beras Premium,Bengkulu,0,0,15420,0,0
2024-10-14,Beras Premium,DI Yogyakarta,0,0,14380,0,0
2024-10-14,Beras Premium,DKI Jakarta,0,0,15630,0,0
2024-10-14,Beras Premium,Gorontalo,0,0,15340,0,0
2024-10-14,Beras Premium,Jambi,0,0,14990,0,0
2024-10-14,Beras Premium,Jawa Barat,0,0,14820,0,0
2024-10-14,Beras Premium,Jawa Tengah,0,0,14930,0,0
2024-10-14,Beras Premium,Jawa Timur,0,0,14610,0,0
2024-10-14,Beras Premium,Kalimantan Barat,0,0,17100,0,0
2024-10-14,Beras Premium,Kalimantan Selatan,0,0,16210,0,0
2024-10-14,Beras Premium,Kalimantan Tengah,0,0,17390,0,0
2024-10-14,Beras Premium,Kalimantan Timur,0,0,17240,0,0
2024-10-14,Beras Premium,Kalimantan Utara,0,0,17490,0,0
2024-10-14,Beras Premium,Kepulauan Bangka Belitung,0,0,15860,0,0
2024-10-14,Beras Premium,Kepulauan Riau,0,0,16260,0,0
2024-10-14,Beras Premium,Lampung,0,0,14550,0,0
2024-10-14,Beras Premium,Maluku Utara,0,0,18030,0,0
2024-10-14,Beras Premium,Maluku,0,0,17610,0,0
2024-10-14,Beras Premium,Nusa Tenggara Barat,0,0,14800,0,0
2024-10-14,Beras Premium,Nusa Tenggara Timur,0,0,15570,0,0
2024-10-14,Beras Premium,Papua Barat,0,0,18320,0,0
2024-10-14,Beras Premium,Papua,0,0,18120,0,0
2024-10-14,Beras Premium,Riau,0,0,16110,0,0
2024-10-14,Beras Premium,Sulawesi Barat,0,0,14530,0,0
2024-10-14,Beras Premium,Sulawesi Selatan,0,0,14540,0,0
2024-10-14,Beras Premium,Sulawesi Tengah,0,0,15650,0,0
2024-10-14,Beras Premium,Sulawesi Tenggara,0,0,14530,0,0
2024-10-14,Beras Premium,Sulawesi Utara,0,0,15100,0,0
2024-10-14,Beras Premium,Sumatera Barat,0,0,17470,0,0
2024-10-14,Beras Premium,Sumatera Selatan,0,0,14140,0,0
2024-10-14,Beras Premium,Sumatera Utara,0,0,15490,0,0
2024-10-14,Cabai Merah Keriting,Aceh,0,0,29540,0,0
2024-10-14,Cabai Merah Keriting,Bali,0,0,23630,0,0
2024-10-14,Cabai Merah Keriting,Banten,0,0,29040,0,0
2024-10-14,Cabai Merah Keriting,Bengkulu,0,0,30590,0,0
2024-10-14,Cabai Merah Keriting,DI Yogyakarta,0,0,19460,0,0
2024-10-14,Cabai Merah Keriting,DKI Jakarta,0,0,36250,0,0
2024-10-14,Cabai Merah Keriting,Gorontalo,0,0,43290,0,0
2024-10-14,Cabai Merah Keriting,Jambi,0,0,24400,0,0
2024-10-14,Cabai Merah Keriting,Jawa Barat,0,0,31230,0,0
2024-10-14,Cabai Merah Keriting,Jawa Tengah,0,0,22160,0,0
2024-10-14,Cabai Merah Keriting,Jawa Timur,0,0,22290,0,0
2024-10-14,Cabai Merah Keriting,Kalimantan Barat,0,0,53640,0,0
2024-10-14,Cabai Merah Keriting,Kalimantan Selatan,0,0,36330,0,0
2024-10-14,Cabai Merah Keriting,Kalimantan Tengah,0,0,55790,0,0
2024-10-14,Cabai Merah Keriting,Kalimantan Timur,0,0,41990,0,0
2024-10-14,Cabai Merah Keriting,Kalimantan Utara,0,0,63230,0,0
2024-10-14,Cabai Merah Keriting,Kepulauan Bangka Belitung,0,0,35830,0,0
2024-10-14,Cabai Merah Keriting,Kepulauan Riau,0,0,51160,0,0
2024-10-14,Cabai Merah Keriting,Lampung,0,0,27930,0,0
2024-10-14,Cabai Merah Keriting,Maluku Utara,0,0,64540,0,0
2024-10-14,Cabai Merah Keriting,Maluku,0,0,69620,0,0
2024-10-14,Cabai Merah Keriting,Nusa Tenggara Barat,0,0,23570,0,0
2024-10-14,Cabai Merah Keriting,Nusa Tenggara Timur,0,0,46340,0,0
2024-10-14,Cabai Merah Keriting,Papua Barat,0,0,73770,0,0
2024-10-14,Cabai Merah Keriting,Papua,0,0,80310,0,0
2024-10-14,Cabai Merah Keriting,Riau,0,0,41130,0,0
2024-10-14,Cabai Merah Keriting,Sulawesi Barat,0,0,33490,0,0
2024-10-14,Cabai Merah Keriting,Sulawesi Selatan,0,0,30400,0,0
2024-10-14,Cabai Merah Keriting,Sulawesi Tengah,0,0,48210,0,0
2024-10-14,Cabai Merah Keriting,Sulawesi Tenggara,0,0,47450,0,0
2024-10-14,Cabai Merah Keriting,Sulawesi Utara,0,0,39510,0,0
2024-10-14,Cabai Merah Keriting,Sumatera Barat,0,0,33170,0,0
2024-10-14,Cabai Merah Keriting,Sumatera Selatan,0,0,29520,0,0
2024-10-14,Cabai Merah Keriting,Sumatera Utara,0,0,27120,0,0
2024-10-14,Cabai Rawit Merah,Aceh,0,0,0,0,0
2024-10-14,Cabai Rawit Merah,Bali,0,0,33400,0,0
2024-10-14,Cabai Rawit Merah,Banten,0,0,39580,0,0
2024-10-14,Cabai Rawit Merah,Bengkulu,0,0,44260,0,0
2024-10-14,Cabai Rawit Merah,DI Yogyakarta,0,0,28720,0,0
2024-10-14,Cabai Rawit Merah,DKI Jakarta,0,0,43850,0,0
2024-10-14,Cabai Rawit Merah,Gorontalo,0,0,65920,0,0
2024-10-14,Cabai Rawit Merah,Jambi,0,0,40320,0,0
2024-10-14,Cabai Rawit Merah,Jawa Barat,0,0,38030,0,0
2024-10-14,Cabai Rawit Merah,Jawa Tengah,0,0,30990,0,0
2024-10-14,Cabai Rawit Merah,Jawa Timur,0,0,31430,0,0
2024-10-14,Cabai Rawit Merah,Kalimantan Barat,0,0,71590,0,0
2024-10-14,Cabai Rawit Merah,Kalimantan Selatan,0,0,50110,0,0
2024-10-14,Cabai Rawit Merah,Kalimantan Tengah,0,0,64300,0,0
2024-10-14,Cabai Rawit Merah,Kalimantan Timur,0,0,45180,0,0
2024-10-14,Cabai Rawit Merah,Kalimantan Utara,0,0,71230,0,0
2024-10-14,Cabai Rawit Merah,Kepulauan Bangka Belitung,0,0,56340,0,0
2024-10-14,Cabai Rawit Merah,Kepulauan Riau,0,0,61070,0,0
2024-10-14,Cabai Rawit Merah,Lampung,0,0,39010,0,0
2024-10-14,Cabai Rawit Merah,Maluku Utara,0,0,84890,0,0
2024-10-14,Cabai Rawit Merah,Maluku,0,0,76950,0,0
2024-10-14,Cabai Rawit Merah,Nusa Tenggara Barat,0,0,30620,0,0
2024-10-14,Cabai Rawit Merah,Nusa Tenggara Timur,0,0,37030,0,0
2024-10-14,Cabai Rawit Merah,Papua Barat,0,0,79850,0,0
2024-10-14,Cabai Rawit Merah,Papua,0,0,87210,0,0
2024-10-14,Cabai Rawit Merah,Riau,0,0,57370,0,0
2024-10-14,Cabai Rawit Merah,Sulawesi Barat,0,0,47790,0,0
2024-10-14,Cabai Rawit Merah,Sulawesi Selatan,0,0,28790,0,0
2024-10-14,Cabai Rawit Merah,Sulawesi Tengah,0,0,51350,0,0
2024-10-14,Cabai Rawit Merah,Sulawesi Tenggara,0,0,45460,0,0
2024-10-14,Cabai Rawit Merah,Sulawesi Utara,0,0,68330,0,0
2024-10-14,Cabai Rawit Merah,Sumatera Barat,0,0,53840,0,0
2024-10-14,Cabai Rawit Merah,Sumatera Selatan,0,0,38150,0,0
2024-10-14,Cabai Rawit Merah,Sumatera Utara,0,0,51550,0,0
2024-10-14,Daging Ayam Ras,Aceh,0,0,29390,0,0
2024-10-14,Daging Ayam Ras,Bali,0,0,38490,0,0
2024-10-14,Daging Ayam Ras,Banten,0,0,35990,0,0
2024-10-14,Daging Ayam Ras,Bengkulu,0,0,32520,0,0
2024-10-14,Daging Ayam Ras,DI Yogyakarta,0,0,33480,0,0
2024-10-14,Daging Ayam Ras,DKI Jakarta,0,0,35890,0,0
2024-10-14,Daging Ayam Ras,Gorontalo,0,0,32420,0,0
2024-10-14,Daging Ayam Ras,Jambi,0,0,32080,0,0
2024-10-14,Daging Ayam Ras,Jawa Barat,0,0,34710,0,0
2024-10-14,Daging Ayam Ras,Jawa Tengah,0,0,34580,0,0
2024-10-14,Daging Ayam Ras,Jawa Timur,0,0,32580,0,0
2024-10-14,Daging Ayam Ras,Kalimantan Barat,0,0,40980,0,0
2024-10-14,Daging Ayam Ras,Kalimantan Selatan,0,0,30750,0,0
2024-10-14,Daging Ayam Ras,Kalimantan Tengah,0,0,39870,0,0
2024-10-14,Daging Ayam Ras,Kalimantan Timur,0,0,38340,0,0
2024-10-14,Daging Ayam Ras,Kalimantan Utara,0,0,46420,0,0
2024-10-14,Daging Ayam Ras,Kepulauan Bangka Belitung,0,0,35230,0,0
2024-10-14,Daging Ayam Ras,Kepulauan Riau,0,0,40550,0,0
2024-10-14,Daging Ayam Ras,Lampung,0,0,33670,0,0
2024-10-14,Daging Ayam Ras,Maluku Utara,0,0,48760,0,0
2024-10-14,Daging Ayam Ras,Maluku,0,0,48120,0,0
2024-10-14,Daging Ayam Ras,Nusa Tenggara Barat,0,0,40500,0,0
2024-10-14,Daging Ayam Ras,Nusa Tenggara Timur,0,0,42390,0,0
2024-10-14,Daging Ayam Ras,Papua Barat,0,0,50500,0,0
2024-10-14,Daging Ayam Ras,Papua,0,0,44390,0,0
2024-10-14,Daging Ayam Ras,Riau,0,0,28790,0,0
2024-10-14,Daging Ayam Ras,Sulawesi Barat,0,0,31460,0,0
2024-10-14,Daging Ayam Ras,Sulawesi Selatan,0,0,25950,0,0
2024-10-14,Daging Ayam Ras,Sulawesi Tengah,0,0,31090,0,0
2024-10-14,Daging Ayam Ras,Sulawesi Tenggara,0,0,32350,0,0
2024-10-14,Daging Ayam Ras,Sulawesi Utara,0,0,33150,0,0
2024-10-14,Daging Ayam Ras,Sumatera Barat,0,0,33460,0,0
2024-10-14,Daging Ayam Ras,Sumatera Selatan,0,0,31440,0,0
2024-10-14,Daging Ayam Ras,Sumatera Utara,0,0,31410,0,0
2024-10-14,Daging Sapi Murni,Aceh,0,0,152600,0,0
2024-10-14,Daging Sapi Murni,Bali,0,0,114460,0,0
2024-10-14,Daging Sapi Murni,Banten,0,0,132450,0,0
2024-10-14,Daging Sapi Murni,Bengkulu,0,0,134930,0,0
2024-10-14,Daging Sapi Murni,DI Yogyakarta,0,0,136270,0,0
2024-10-14,Daging Sapi Murni,DKI Jakarta,0,0,136580,0,0
2024-10-14,Daging Sapi Murni,Gorontalo,0,0,132430,0,0
2024-10-14,Daging Sapi Murni,Jambi,0,0,137090,0,0
2024-10-14,Daging Sapi Murni,Jawa Barat,0,0,132570,0,0
2024-10-14,Daging Sapi Murni,Jawa Tengah,0,0,130130,0,0
2024-10-14,Daging Sapi Murni,Jawa Timur,0,0,118440,0,0
2024-10-14,Daging Sapi Murni,Kalimantan Barat,0,0,155800,0,0
2024-10-14,Daging Sapi Murni,Kalimantan Selatan,0,0,152990,0,0
2024-10-14,Daging Sapi Murni,Kalimantan Tengah,0,0,155810,0,0
2024-10-14,Daging Sapi Murni,Kalimantan Timur,0,0,156400,0,0
2024-10-14,Daging Sapi Murni,Kalimantan Utara,0,0,158210,0,0
2024-10-14,Daging Sapi Murni,Kepulauan Bangka Belitung,0,0,141420,0,0
2024-10-14,Daging Sapi Murni,Kepulauan Riau,0,0,157470,0,0
2024-10-14,Daging Sapi Murni,Lampung,0,0,132090,0,0
2024-10-14,Daging Sapi Murni,Maluku Utara,0,0,132570,0,0
2024-10-14,Daging Sapi Murni,Maluku,0,0,118980,0,0
2024-10-14,Daging Sapi Murni,Nusa Tenggara Barat,0,0,121520,0,0
2024-10-14,Daging Sapi Murni,Nusa Tenggara Timur,0,0,113570,0,0
2024-10-14,Daging Sapi Murni,Papua Barat,0,0,128890,0,0
2024-10-14,Daging Sapi Murni,Papua,0,0,147860,0,0
2024-10-14,Daging Sapi Murni,Riau,0,0,145400,0,0
2024-10-14,Daging Sapi Murni,Sulawesi Barat,0,0,127840,0,0
2024-10-14,Daging Sapi Murni,Sulawesi Selatan,0,0,125790,0,0
2024-10-14,Daging Sapi Murni,Sulawesi Tengah,0,0,134680,0,0
2024-10-14,Daging Sapi Murni,Sulawesi Tenggara,0,0,136960,0,0
2024-10-14,Daging Sapi Murni,Sulawesi Utara,0,0,133810,0,0
2024-10-14,Daging Sapi Murni,Sumatera Barat,0,0,144980,0,0
2024-10-14,Daging Sapi Murni,Sumatera Selatan,0,0,135050,0,0
2024-10-14,Daging Sapi Murni,Sumatera Utara,0,0,135240,0,0
2024-10-14,Gula Konsumsi,Aceh,0,0,17890,0,0
2024-10-14,Gula Konsumsi,Bali,0,0,17380,0,0
2024-10-14,Gula Konsumsi,Banten,0,0,17420,0,0
2024-10-14,Gula Konsumsi,Bengkulu,0,0,17600,0,0
2024-10-14,Gula Konsumsi,DI Yogyakarta,0,0,16950,0,0
2024-10-14,Gula Konsumsi,DKI Jakarta,0,0,18340,0,0
2024-10-14,Gula Konsumsi,Gorontalo,0,0,18280,0,0
2024-10-14,Gula Konsumsi,Jambi,0,0,17450,0,0
2024-10-14,Gula Konsumsi,Jawa Barat,0,0,17730,0,0
2024-10-14,Gula Konsumsi,Jawa Tengah,0,0,16870,0,0
2024-10-14,Gula Konsumsi,Jawa Timur,0,0,16460,0,0
2024-10-14,Gula Konsumsi,Kalimantan Barat,0,0,17880,0,0
2024-10-14,Gula Konsumsi,Kalimantan Selatan,0,0,17290,0,0
2024-10-14,Gula Konsumsi,Kalimantan Tengah,0,0,17740,0,0
2024-10-14,Gula Konsumsi,Kalimantan Timur,0,0,18320,0,0
2024-10-14,Gula Konsumsi,Kalimantan Utara,0,0,17840,0,0
2024-10-14,Gula Konsumsi,Kepulauan Bangka Belitung,0,0,17620,0,0
2024-10-14,Gula Konsumsi,Kepulauan Riau,0,0,16380,0,0
2024-10-14,Gula Konsumsi,Lampung,0,0,17570,0,0
2024-10-14,Gula Konsumsi,Maluku Utara,0,0,19650,0,0
2024-10-14,Gula Konsumsi,Maluku,0,0,19700,0,0
2024-10-14,Gula Konsumsi,Nusa Tenggara Barat,0,0,17760,0,0
2024-10-14,Gula Konsumsi,Nusa Tenggara Timur,0,0,18790,0,0
2024-10-14,Gula Konsumsi,Papua Barat,0,0,20610,0,0
2024-10-14,Gula Konsumsi,Papua,0,0,19680,0,0
2024-10-14,Gula Konsumsi,Riau,0,0,17510,0,0
2024-10-14,Gula Konsumsi,Sulawesi Barat,0,0,18350,0,0
2024-10-14,Gula Konsumsi,Sulawesi Selatan,0,0,17730,0,0
2024-10-14,Gula Konsumsi,Sulawesi Tengah,0,0,18740,0,0
2024-10-14,Gula Konsumsi,Sulawesi Tenggara,0,0,18910,0,0
2024-10-14,Gula Konsumsi,Sulawesi Utara,0,0,18350,0,0
2024-10-14,Gula Konsumsi,Sumatera Barat,0,0,17980,0,0
2024-10-14,Gula Konsumsi,Sumatera Selatan,0,0,17310,0,0
2024-10-14,Gula Konsumsi,Sumatera Utara,0,0,17920,0,0
2024-10-14,Minyak Goreng Curah,Aceh,0,0,15750,0,0
2024-10-14,Minyak Goreng Curah,Bali,0,0,16250,0,0
2024-10-14,Minyak Goreng Curah,Banten,0,0,15610,0,0
2024-10-14,Minyak Goreng Curah,Bengkulu,0,0,15980,0,0
2024-10-14,Minyak Goreng Curah,DI Yogyakarta,0,0,16170,0,0
2024-10-14,Minyak Goreng Curah,DKI Jakarta,0,0,16810,0,0
2024-10-14,Minyak Goreng Curah,Gorontalo,0,0,17190,0,0
2024-10-14,Minyak Goreng Curah,Jambi,0,0,15200,0,0
2024-10-14,Minyak Goreng Curah,Jawa Barat,0,0,16630,0,0
2024-10-14,Minyak Goreng Curah,Jawa Tengah,0,0,16250,0,0
2024-10-14,Minyak Goreng Curah,Jawa Timur,0,0,16220,0,0
2024-10-14,Minyak Goreng Curah,Kalimantan Barat,0,0,16420,0,0
2024-10-14,Minyak Goreng Curah,Kalimantan Selatan,0,0,15930,0,0
2024-10-14,Minyak Goreng Curah,Kalimantan Tengah,0,0,15010,0,0
2024-10-14,Minyak Goreng Curah,Kalimantan Timur,0,0,15960,0,0
2024-10-14,Minyak Goreng Curah,Kalimantan Utara,0,0,17390,0,0
2024-10-14,Minyak Goreng Curah,Kepulauan Bangka Belitung,0,0,14730,0,0
2024-10-14,Minyak Goreng Curah,Kepulauan Riau,0,0,14750,0,0
2024-10-14,Minyak Goreng Curah,Lampung,0,0,15860,0,0
2024-10-14,Minyak Goreng Curah,Maluku Utara,0,0,0,0,0
2024-10-14,Minyak Goreng Curah,Maluku,0,0,16670,0,0
2024-10-14,Minyak Goreng Curah,Nusa Tenggara Barat,0,0,17400,0,0
2024-10-14,Minyak Goreng Curah,Nusa Tenggara Timur,0,0,17140,0,0
2024-10-14,Minyak Goreng Curah,Papua Barat,0,0,18860,0,0
2024-10-14,Minyak Goreng Curah,Papua,0,0,19060,0,0
2024-10-14,Minyak Goreng Curah,Riau,0,0,16590,0,0
2024-10-14,Minyak Goreng Curah,Sulawesi Barat,0,0,15680,0,0
2024-10-14,Minyak Goreng Curah,Sulawesi Selatan,0,0,15890,0,0
2024-10-14,Minyak Goreng Curah,Sulawesi Tengah,0,0,17280,0,0
2024-10-14,Minyak Goreng Curah,Sulawesi Tenggara,0,0,17260,0,0
2024-10-14,Minyak Goreng Curah,Sulawesi Utara,0,0,16940,0,0
2024-10-14,Minyak Goreng Curah,Sumatera Barat,0,0,14950,0,0
2024-10-14,Minyak Goreng Curah,Sumatera Selatan,0,0,15650,0,0
2024-10-14,Minyak Goreng Curah,Sumatera Utara,0,0,16600,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Aceh,0,0,18210,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Bali,0,0,17670,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Banten,0,0,17110,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Bengkulu,0,0,17240,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,DI Yogyakarta,0,0,15970,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,DKI Jakarta,0,0,18000,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Gorontalo,0,0,19710,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Jambi,0,0,16330,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Jawa Barat,0,0,17460,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Jawa Tengah,0,0,17050,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Jawa Timur,0,0,16940,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Kalimantan Barat,0,0,18570,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Kalimantan Selatan,0,0,17690,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Kalimantan Tengah,0,0,17810,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Kalimantan Timur,0,0,20070,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Kalimantan Utara,0,0,19240,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Kepulauan Bangka Belitung,0,0,16440,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Kepulauan Riau,0,0,16960,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Lampung,0,0,17130,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Maluku Utara,0,0,21230,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Maluku,0,0,20190,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Nusa Tenggara Barat,0,0,18470,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Nusa Tenggara Timur,0,0,19690,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Papua Barat,0,0,23740,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Papua,0,0,20150,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Riau,0,0,17270,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Sulawesi Barat,0,0,18880,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Sulawesi Selatan,0,0,17720,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Sulawesi Tengah,0,0,19450,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Sulawesi Tenggara,0,0,20180,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Sulawesi Utara,0,0,17110,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Sumatera Barat,0,0,17860,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Sumatera Selatan,0,0,17160,0,0
2024-10-14,Minyak Goreng Kemasan Sederhana,Sumatera Utara,0,0,17930,0,0
2024-10-14,Telur Ayam Ras,Aceh,0,0,25400,0,0
2024-10-14,Telur Ayam Ras,Bali,0,0,26830,0,0
2024-10-14,Telur Ayam Ras,Banten,0,0,26330,0,0
2024-10-14,Telur Ayam Ras,Bengkulu,0,0,26140,0,0
2024-10-14,Telur Ayam Ras,DI Yogyakarta,0,0,25520,0,0
2024-10-14,Telur Ayam Ras,DKI Jakarta,0,0,27200,0,0
2024-10-14,Telur Ayam Ras,Gorontalo,0,0,31360,0,0
2024-10-14,Telur Ayam Ras,Jambi,0,0,27140,0,0
2024-10-14,Telur Ayam Ras,Jawa Barat,0,0,26360,0,0
2024-10-14,Telur Ayam Ras,Jawa Tengah,0,0,25500,0,0
2024-10-14,Telur Ayam Ras,Jawa Timur,0,0,25370,0,0
2024-10-14,Telur Ayam Ras,Kalimantan Barat,0,0,29400,0,0
2024-10-14,Telur Ayam Ras,Kalimantan Selatan,0,0,28280,0,0
2024-10-14,Telur Ayam Ras,Kalimantan Tengah,0,0,30770,0,0
2024-10-14,Telur Ayam Ras,Kalimantan Timur,0,0,31630,0,0
2024-10-14,Telur Ayam Ras,Kalimantan Utara,0,0,33100,0,0
2024-10-14,Telur Ayam Ras,Kepulauan Bangka Belitung,0,0,29620,0,0
2024-10-14,Telur Ayam Ras,Kepulauan Riau,0,0,31510,0,0
2024-10-14,Telur Ayam Ras,Lampung,0,0,26240,0,0
2024-10-14,Telur Ayam Ras,Maluku Utara,0,0,33380,0,0
2024-10-14,Telur Ayam Ras,Maluku,0,0,36790,0,0
2024-10-14,Telur Ayam Ras,Nusa Tenggara Barat,0,0,31050,0,0
2024-10-14,Telur Ayam Ras,Nusa Tenggara Timur,0,0,30670,0,0
2024-10-14,Telur Ayam Ras,Papua Barat,0,0,39410,0,0
2024-10-14,Telur Ayam Ras,Papua,0,0,36540,0,0
2024-10-14,Telur Ayam Ras,Riau,0,0,27230,0,0
2024-10-14,Telur Ayam Ras,Sulawesi Barat,0,0,27490,0,0
2024-10-14,Telur Ayam Ras,Sulawesi Selatan,0,0,25590,0,0
2024-10-14,Telur Ayam Ras,Sulawesi Tengah,0,0,28700,0,0
2024-10-14,Telur Ayam Ras,Sulawesi Tenggara,0,0,28630,0,0
2024-10-14,Telur Ayam Ras,Sulawesi Utara,0,0,31130,0,0
2024-10-14,Telur Ayam Ras,Sumatera Barat,0,0,28810,0,0
2024-10-14,Telur Ayam Ras,Sumatera Selatan,0,0,25900,0,0
2024-10-14,Telur Ayam Ras,Sumatera Utara,0,0,27630,0,0
2024-10-14,Tepung Terigu (Curah),Aceh,0,0,10580,0,0
2024-10-14,Tepung Terigu (Curah),Bali,0,0,10310,0,0
2024-10-14,Tepung Terigu (Curah),Banten,0,0,10200,0,0
