Bahan_pangan,Daerah,Year,Month,Day,Weekday,Google_trends
6,14,2024,10,9,2,37.749763
6,15,2024,10,9,2,37.781708
6,16,2024,10,9,2,37.781708
6,17,2024,10,9,2,37.763577
6,18,2024,10,9,2,38.140465
6,20,2024,10,9,2,37.987053
6,19,2024,10,9,2,38.417175
6,21,2024,10,9,2,37.871193
6,22,2024,10,9,2,37.731285
6,24,2024,10,9,2,37.777767
6,23,2024,10,9,2,37.326183
6,25,2024,10,9,2,37.809437
6,26,2024,10,9,2,37.990425
6,27,2024,10,9,2,37.719284
6,28,2024,10,9,2,37.57601
6,29,2024,10,9,2,37.77843
6,30,2024,10,9,2,38.041748
6,31,2024,10,9,2,38.152184
6,32,2024,10,9,2,38.7292
6,33,2024,10,9,2,38.7292
7,0,2024,10,9,2,39.259617
7,1,2024,10,9,2,38.3678
7,2,2024,10,9,2,39.793705
7,3,2024,10,9,2,38.69117
7,4,2024,10,9,2,41.217922
7,5,2024,10,9,2,40.39418
7,6,2024,10,9,2,38.87959
7,7,2024,10,9,2,38.852722
7,8,2024,10,9,2,30.172346
7,9,2024,10,9,2,41.331825
7,10,2024,10,9,2,41.331825
7,11,2024,10,9,2,37.714157
7,12,2024,10,9,2,38.42592
7,13,2024,10,9,2,37.856644
7,14,2024,10,9,2,37.592937
7,15,2024,10,9,2,37.62488
7,16,2024,10,9,2,37.62488
7,17,2024,10,9,2,37.60675
7,18,2024,10,9,2,38.116306
7,20,2024,10,9,2,37.873665
7,19,2024,10,9,2,38.59711
7,21,2024,10,9,2,37.757805
7,22,2024,10,9,2,37.617897
7,24,2024,10,9,2,37.68354
7,23,2024,10,9,2,37.3485
7,25,2024,10,9,2,37.71521
7,26,2024,10,9,2,38.787586
7,27,2024,10,9,2,37.6374
7,28,2024,10,9,2,37.53352
7,29,2024,10,9,2,38.171246
7,30,2024,10,9,2,38.38245
7,31,2024,10,9,2,38.492886
7,32,2024,10,9,2,39.285263
7,33,2024,10,9,2,39.285263
8,0,2024,10,9,2,39.836437
8,1,2024,10,9,2,37.2274
8,2,2024,10,9,2,17.032166
8,3,2024,10,9,2,37.4755
8,4,2024,10,9,2,31.557417
8,5,2024,10,9,2,6.794044
8,6,2024,10,9,2,39.266308
8,7,2024,10,9,2,38.747654
8,8,2024,10,9,2,3.533322
8,9,2024,10,9,2,2.5426002
8,10,2024,10,9,2,2.5426002
8,11,2024,10,9,2,2.3976479
8,12,2024,10,9,2,37.260773
8,13,2024,10,9,2,37.248035
8,14,2024,10,9,2,35.730442
8,15,2024,10,9,2,37.61834
8,16,2024,10,9,2,37.61834
8,17,2024,10,9,2,37.60021
8,18,2024,10,9,2,37.99434
8,20,2024,10,9,2,38.113895
8,19,2024,10,9,2,35.753834
8,21,2024,10,9,2,38.020977
8,22,2024,10,9,2,37.929504
8,24,2024,10,9,2,38.057392
8,23,2024,10,9,2,37.767426
8,25,2024,10,9,2,37.865967
8,26,2024,10,9,2,35.685528
8,27,2024,10,9,2,37.869923
8,28,2024,10,9,2,34.81479
8,29,2024,10,9,2,38.282326
8,30,2024,10,9,2,38.53199
8,31,2024,10,9,2,38.09954
8,32,2024,10,9,2,36.436836
8,33,2024,10,9,2,36.436836
9,0,2024,10,9,2,39.868916
9,1,2024,10,9,2,35.94603
9,2,2024,10,9,2,9.202933
9,3,2024,10,9,2,39.403248
9,4,2024,10,9,2,25.177553
9,5,2024,10,9,2,10.440694
9,6,2024,10,9,2,40.53857
9,7,2024,10,9,2,39.1584
9,8,2024,10,9,2,6.1120143
9,9,2024,10,9,2,8.358711
9,10,2024,10,9,2,8.358711
9,11,2024,10,9,2,6.294694
9,12,2024,10,9,2,36.97296
9,13,2024,10,9,2,41.11016
9,14,2024,10,9,2,36.798134
9,15,2024,10,9,2,39.47652
9,16,2024,10,9,2,39.47652
9,17,2024,10,9,2,39.609745
9,18,2024,10,9,2,37.577827
9,20,2024,10,9,2,38.70694
9,19,2024,10,9,2,32.295795
9,21,2024,10,9,2,38.744076
9,22,2024,10,9,2,38.86085
9,24,2024,10,9,2,39.69131
9,23,2024,10,9,2,42.912235
9,25,2024,10,9,2,39.17251
9,26,2024,10,9,2,30.515003
9,27,2024,10,9,2,39.240734
9,28,2024,10,9,2,29.10205
9,29,2024,10,9,2,39.75661
9,30,2024,10,9,2,41.070858
9,31,2024,10,9,2,37.301083
9,32,2024,10,9,2,37.22108
9,33,2024,10,9,2,37.22108
10,0,2024,10,9,2,39.52253
10,1,2024,10,9,2,35.480793
10,2,2024,10,9,2,9.764802
10,3,2024,10,9,2,39.912598
10,4,2024,10,9,2,25.428738
10,5,2024,10,9,2,10.622839
10,6,2024,10,9,2,39.838108
10,7,2024,10,9,2,38.29274
10,8,2024,10,9,2,6.04676
10,9,2024,10,9,2,8.206575
10,10,2024,10,9,2,8.206575
10,11,2024,10,9,2,5.5978127
10,12,2024,10,9,2,36.421173
10,13,2024,10,9,2,40.676575
10,14,2024,10,9,2,36.364548
10,15,2024,10,9,2,39.117653
10,16,2024,10,9,2,39.117653
10,17,2024,10,9,2,39.250877
10,18,2024,10,9,2,37.204803
10,20,2024,10,9,2,38.44677
10,19,2024,10,9,2,32.148964
10,21,2024,10,9,2,38.483906
10,22,2024,10,9,2,39.139492
10,24,2024,10,9,2,39.232723
10,23,2024,10,9,2,43.190876
10,25,2024,10,9,2,38.72162
10,26,2024,10,9,2,31.157621
10,27,2024,10,9,2,38.582817
10,28,2024,10,9,2,28.855162
10,29,2024,10,9,2,39.336224
10,30,2024,10,9,2,40.743706
10,31,2024,10,9,2,37.440147
10,32,2024,10,9,2,37.656895
10,33,2024,10,9,2,37.656895
11,0,2024,10,9,2,40.48875
11,1,2024,10,9,2,40.97479
11,2,2024,10,9,2,37.476418
11,3,2024,10,9,2,41.260754
11,4,2024,10,9,2,49.18499
11,5,2024,10,9,2,60.57966
11,6,2024,10,9,2,40.09202
11,7,2024,10,9,2,40.58988
11,8,2024,10,9,2,64.205124
11,9,2024,10,9,2,59.448376
11,10,2024,10,9,2,59.448376
11,11,2024,10,9,2,64.84004
11,12,2024,10,9,2,38.50057
11,13,2024,10,9,2,38.16314
11,14,2024,10,9,2,38.778576
11,15,2024,10,9,2,38.27219
11,16,2024,10,9,2,38.27219
11,17,2024,10,9,2,38.47644
11,18,2024,10,9,2,38.934334
11,20,2024,10,9,2,38.544876
11,19,2024,10,9,2,39.320366
11,21,2024,10,9,2,38.582012
11,22,2024,10,9,2,38.76533
11,24,2024,10,9,2,38.195026
11,23,2024,10,9,2,38.353233
11,25,2024,10,9,2,38.38703
11,26,2024,10,9,2,39.928497
11,27,2024,10,9,2,38.820526
11,28,2024,10,9,2,39.428265
11,29,2024,10,9,2,37.84535
11,30,2024,10,9,2,39.041737
11,31,2024,10,9,2,40.385925
11,32,2024,10,9,2,40.852203
11,33,2024,10,9,2,40.852203
12,0,2024,10,9,2,52.79291
12,1,2024,10,9,2,52.881214
12,2,2024,10,9,2,38.880577
12,3,2024,10,9,2,42.688984
12,4,2024,10,9,2,49.430973
12,5,2024,10,9,2,32.258392
12,6,2024,10,9,2,37.75936
12,7,2024,10,9,2,38.615585
12,8,2024,10,9,2,53.99724
12,9,2024,10,9,2,53.877827
12,10,2024,10,9,2,53.877827
12,11,2024,10,9,2,58.840168
12,12,2024,10,9,2,38.64591
12,13,2024,10,9,2,37.60213
12,14,2024,10,9,2,38.217567
12,15,2024,10,9,2,37.694492
12,16,2024,10,9,2,37.694492
12,17,2024,10,9,2,37.898743
12,18,2024,10,9,2,38.232025
12,20,2024,10,9,2,37.83989
12,19,2024,10,9,2,38.618057
12,21,2024,10,9,2,37.877026
12,22,2024,10,9,2,37.95309
12,24,2024,10,9,2,37.510044
12,23,2024,10,9,2,37.571426
12,25,2024,10,9,2,37.70205
12,26,2024,10,9,2,37.68939
12,27,2024,10,9,2,37.81259
12,28,2024,10,9,2,38.852417
12,29,2024,10,9,2,36.689484
12,30,2024,10,9,2,38.189465
12,31,2024,10,9,2,39.72492
12,32,2024,10,9,2,39.684475
12,33,2024,10,9,2,39.684475
0,0,2024,10,10,3,37.620296
0,1,2024,10,10,3,36.571846
0,2,2024,10,10,3,31.291344
0,3,2024,10,10,3,36.082275
0,4,2024,10,10,3,38.788685
0,5,2024,10,10,3,47.91472
0,6,2024,10,10,3,36.817116
0,7,2024,10,10,3,37.09337
0,8,2024,10,10,3,46.315807
0,9,2024,10,10,3,47.345196
0,10,2024,10,10,3,47.345196
0,11,2024,10,10,3,49.453857
0,12,2024,10,10,3,37.752483
0,13,2024,10,10,3,38.186386
0,14,2024,10,10,3,38.959618
0,15,2024,10,10,3,37.16575
0,16,2024,10,10,3,37.16575
0,17,2024,10,10,3,37.479282
0,18,2024,10,10,3,37.537777
0,20,2024,10,10,3,38.01135
0,19,2024,10,10,3,38.228867
0,21,2024,10,10,3,38.03711
0,22,2024,10,10,3,38.04432
0,24,2024,10,10,3,37.852676
0,23,2024,10,10,3,37.917976
0,25,2024,10,10,3,37.893845
0,26,2024,10,10,3,38.320774
0,27,2024,10,10,3,37.72852
0,28,2024,10,10,3,38.073673
0,29,2024,10,10,3,37.40578
0,30,2024,10,10,3,37.270367
0,31,2024,10,10,3,40.10923
0,32,2024,10,10,3,37.722477
0,33,2024,10,10,3,37.722477
1,0,2024,10,10,3,38.159523
1,1,2024,10,10,3,39.513695
1,2,2024,10,10,3,48.83921
1,3,2024,10,10,3,37.720898
1,4,2024,10,10,3,40.02687
1,5,2024,10,10,3,42.05059
1,6,2024,10,10,3,38.093903
1,7,2024,10,10,3,38.268036
1,8,2024,10,10,3,69.67888
1,9,2024,10,10,3,58.17542
1,10,2024,10,10,3,58.17542
1,11,2024,10,10,3,65.93966
1,12,2024,10,10,3,37.959816
1,13,2024,10,10,3,39.11268
1,14,2024,10,10,3,40.10661
1,15,2024,10,10,3,37.568768
1,16,2024,10,10,3,37.568768
1,17,2024,10,10,3,37.8823
1,18,2024,10,10,3,38.208103
1,20,2024,10,10,3,38.5269
1,19,2024,10,10,3,37.98393
1,21,2024,10,10,3,38.56785
1,22,2024,10,10,3,38.470154
1,24,2024,10,10,3,38.41467
1,23,2024,10,10,3,38.267998
1,25,2024,10,10,3,38.455837
1,26,2024,10,10,3,39.674324
1,27,2024,10,10,3,38.096436
1,28,2024,10,10,3,37.57515
1,29,2024,10,10,3,37.976635
1,30,2024,10,10,3,38.023376
1,31,2024,10,10,3,40.2927
1,32,2024,10,10,3,40.787804
1,33,2024,10,10,3,40.787804
2,0,2024,10,10,3,39.22059
2,1,2024,10,10,3,39.50464
2,2,2024,10,10,3,35.23559
2,3,2024,10,10,3,37.442223
2,4,2024,10,10,3,38.27818
2,5,2024,10,10,3,37.024406
2,6,2024,10,10,3,36.47411
2,7,2024,10,10,3,36.343353
2,8,2024,10,10,3,38.87967
2,9,2024,10,10,3,48.49109
2,10,2024,10,10,3,48.49109
2,11,2024,10,10,3,47.48804
2,12,2024,10,10,3,45.57887
2,13,2024,10,10,3,40.43254
2,14,2024,10,10,3,33.145973
2,15,2024,10,10,3,36.948914
2,16,2024,10,10,3,36.948914
2,17,2024,10,10,3,37.202667
2,18,2024,10,10,3,36.850555
2,20,2024,10,10,3,37.761948
2,19,2024,10,10,3,39.579945
2,21,2024,10,10,3,37.610764
2,22,2024,10,10,3,36.329865
2,24,2024,10,10,3,37.955276
2,23,2024,10,10,3,35.621906
2,25,2024,10,10,3,38.131405
2,26,2024,10,10,3,42.93448
2,27,2024,10,10,3,37.50818
2,28,2024,10,10,3,35.813946
2,29,2024,10,10,3,38.165066
2,30,2024,10,10,3,37.807316
2,31,2024,10,10,3,36.35146
2,32,2024,10,10,3,44.612213
2,33,2024,10,10,3,44.612213
3,0,2024,10,10,3,38.099266
3,1,2024,10,10,3,37.82162
3,2,2024,10,10,3,34.240658
3,3,2024,10,10,3,37.03415
3,4,2024,10,10,3,37.529854
3,5,2024,10,10,3,36.7823
3,6,2024,10,10,3,36.83644
3,7,2024,10,10,3,36.122116
3,8,2024,10,10,3,38.595154
3,9,2024,10,10,3,48.21965
3,10,2024,10,10,3,48.21965
3,11,2024,10,10,3,47.1191
3,12,2024,10,10,3,45.35202
3,13,2024,10,10,3,40.394005
3,14,2024,10,10,3,33.090862
3,15,2024,10,10,3,37.329327
3,16,2024,10,10,3,37.329327
3,17,2024,10,10,3,37.723614
3,18,2024,10,10,3,37.48263
3,20,2024,10,10,3,37.82219
3,19,2024,10,10,3,40.086197
3,21,2024,10,10,3,37.682423
3,22,2024,10,10,3,36.34601
3,24,2024,10,10,3,38.7292
3,23,2024,10,10,3,35.890766
3,25,2024,10,10,3,38.905327
3,26,2024,10,10,3,43.12639
3,27,2024,10,10,3,38.04694
3,28,2024,10,10,3,36.54735
3,29,2024,10,10,3,38.39754
3,30,2024,10,10,3,37.853207
3,31,2024,10,10,3,36.873203
3,32,2024,10,10,3,46.20356
3,33,2024,10,10,3,46.20356
4,0,2024,10,10,3,38.099266
4,1,2024,10,10,3,37.82162
4,2,2024,10,10,3,34.240658
4,3,2024,10,10,3,37.03415
4,4,2024,10,10,3,37.529854
4,5,2024,10,10,3,36.7823
4,6,2024,10,10,3,36.83644
4,7,2024,10,10,3,36.122116
4,8,2024,10,10,3,38.595154
4,9,2024,10,10,3,48.21965
4,10,2024,10,10,3,48.21965
4,11,2024,10,10,3,47.1191
4,12,2024,10,10,3,45.35202
4,13,2024,10,10,3,40.394005
4,14,2024,10,10,3,33.090862
4,15,2024,10,10,3,37.329327
4,16,2024,10,10,3,37.329327
4,17,2024,10,10,3,37.723614
4,18,2024,10,10,3,37.48263
4,20,2024,10,10,3,37.82219
4,19,2024,10,10,3,40.086197
4,21,2024,10,10,3,37.682423
4,22,2024,10,10,3,36.34601
4,24,2024,10,10,3,38.7292
4,23,2024,10,10,3,35.890766
4,25,2024,10,10,3,38.905327
4,26,2024,10,10,3,43.12639
4,27,2024,10,10,3,38.04694
4,28,2024,10,10,3,36.54735
4,29,2024,10,10,3,38.39754
4,30,2024,10,10,3,37.853207
4,31,2024,10,10,3,36.873203
4,32,2024,10,10,3,46.20356
4,33,2024,10,10,3,46.20356
5,0,2024,10,10,3,38.42866
5,1,2024,10,10,3,37.185577
5,2,2024,10,10,3,38.34547
5,3,2024,10,10,3,37.059418
5,4,2024,10,10,3,37.651436
5,5,2024,10,10,3,38.468246
5,6,2024,10,10,3,38.33773
5,7,2024,10,10,3,38.710407
5,8,2024,10,10,3,37.43784
5,9,2024,10,10,3,39.25999
5,10,2024,10,10,3,39.25999
5,11,2024,10,10,3,36.65241
5,12,2024,10,10,3,37.390015
5,13,2024,10,10,3,38.075947
5,14,2024,10,10,3,37.58603
5,15,2024,10,10,3,37.713673
5,16,2024,10,10,3,37.713673
5,17,2024,10,10,3,37.69554
5,18,2024,10,10,3,38.151287
5,20,2024,10,10,3,38.072094
5,19,2024,10,10,3,38.548244
5,21,2024,10,10,3,37.956234
5,22,2024,10,10,3,37.816326
5,24,2024,10,10,3,37.856487
5,23,2024,10,10,3,37.45918
5,25,2024,10,10,3,37.888157
5,26,2024,10,10,3,37.779472
5,27,2024,10,10,3,37.87354
5,28,2024,10,10,3,38.000607
5,29,2024,10,10,3,37.970943
5,30,2024,10,10,3,38.222733
5,31,2024,10,10,3,38.275536
5,32,2024,10,10,3,39.547634
5,33,2024,10,10,3,39.547634
6,0,2024,10,10,3,38.42866
6,1,2024,10,10,3,37.185577
6,2,2024,10,10,3,38.34547
6,3,2024,10,10,3,37.059418
6,4,2024,10,10,3,38.072247
6,5,2024,10,10,3,38.889057
6,6,2024,10,10,3,38.645977
6,7,2024,10,10,3,39.018654
6,8,2024,10,10,3,37.746086
6,9,2024,10,10,3,39.568237
6,10,2024,10,10,3,39.568237
6,11,2024,10,10,3,36.966404
6,12,2024,10,10,3,37.361225
6,13,2024,10,10,3,38.047157
6,14,2024,10,10,3,37.55724
6,15,2024,10,10,3,37.684883
6,16,2024,10,10,3,37.684883
6,17,2024,10,10,3,37.66675
6,18,2024,10,10,3,38.122498
6,20,2024,10,10,3,38.043304
6,19,2024,10,10,3,38.519455
6,21,2024,10,10,3,37.927444
6,22,2024,10,10,3,37.787537
6,24,2024,10,10,3,37.827698
6,23,2024,10,10,3,37.43039
6,25,2024,10,10,3,37.859367
6,26,2024,10,10,3,37.750683
6,27,2024,10,10,3,37.84475
6,28,2024,10,10,3,37.971817
6,29,2024,10,10,3,37.942154
6,30,2024,10,10,3,38.193943
6,31,2024,10,10,3,38.246746
6,32,2024,10,10,3,39.518845
6,33,2024,10,10,3,39.518845
7,0,2024,10,10,3,39.59413
7,1,2024,10,10,3,38.500626
7,2,2024,10,10,3,40.179733
7,3,2024,10,10,3,38.597458
7,4,2024,10,10,3,39.6974
7,5,2024,10,10,3,39.672012
7,6,2024,10,10,3,38.97486
7,7,2024,10,10,3,39.042015
7,8,2024,10,10,3,30.748426
7,9,2024,10,10,3,40.849403
7,10,2024,10,10,3,40.849403
7,11,2024,10,10,3,36.224834
7,12,2024,10,10,3,37.670418
7,13,2024,10,10,3,37.970036
7,14,2024,10,10,3,37.436665
7,15,2024,10,10,3,37.56431
7,16,2024,10,10,3,37.56431
7,17,2024,10,10,3,37.546177
7,18,2024,10,10,3,38.13459
7,20,2024,10,10,3,37.966167
7,19,2024,10,10,3,38.557693
7,21,2024,10,10,3,37.850307
7,22,2024,10,10,3,37.7104
7,24,2024,10,10,3,37.88568
7,23,2024,10,10,3,37.52287
7,25,2024,10,10,3,37.835266
7,26,2024,10,10,3,38.61797
7,27,2024,10,10,3,37.847027
7,28,2024,10,10,3,38.013485
7,29,2024,10,10,3,38.2328
7,30,2024,10,10,3,38.432476
7,31,2024,10,10,3,38.48528
7,32,2024,10,10,3,39.74764
7,33,2024,10,10,3,39.74764
8,0,2024,10,10,3,40.226837
8,1,2024,10,10,3,38.069946
8,2,2024,10,10,3,22.200874
8,3,2024,10,10,3,38.48079
8,4,2024,10,10,3,30.040152
8,5,2024,10,10,3,5.3418674
8,6,2024,10,10,3,39.278706
8,7,2024,10,10,3,38.713955
8,8,2024,10,10,3,3.4814343
8,9,2024,10,10,3,2.5892503
8,10,2024,10,10,3,2.5892503
8,11,2024,10,10,3,1.4373956
8,12,2024,10,10,3,35.9115
8,13,2024,10,10,3,37.613583
8,14,2024,10,10,3,35.803543
8,15,2024,10,10,3,37.62324
8,16,2024,10,10,3,37.62324
8,17,2024,10,10,3,37.60511
8,18,2024,10,10,3,37.864277
8,20,2024,10,10,3,37.979866
8,19,2024,10,10,3,35.6896
8,21,2024,10,10,3,37.886948
8,22,2024,10,10,3,37.795475
8,24,2024,10,10,3,38.00523
8,23,2024,10,10,3,37.715263
8,25,2024,10,10,3,37.73172
8,26,2024,10,10,3,35.83277
8,27,2024,10,10,3,38.131424
8,28,2024,10,10,3,36.272507
8,29,2024,10,10,3,38.26156
8,30,2024,10,10,3,38.758087
8,31,2024,10,10,3,38.791214
8,32,2024,10,10,3,37.430553
8,33,2024,10,10,3,37.430553
9,0,2024,10,10,3,40.463253
9,1,2024,10,10,3,36.22698
9,2,2024,10,10,3,11.370004
9,3,2024,10,10,3,40.500977
9,4,2024,10,10,3,22.211092
9,5,2024,10,10,3,8.102683
9,6,2024,10,10,3,39.488785
9,7,2024,10,10,3,38.112164
9,8,2024,10,10,3,4.8340244
9,9,2024,10,10,3,7.2208333
9,10,2024,10,10,3,7.2208333
9,11,2024,10,10,3,4.485464
9,12,2024,10,10,3,35.338062
9,13,2024,10,10,3,39.475647
9,14,2024,10,10,3,35.814785
9,15,2024,10,10,3,38.47651
9,16,2024,10,10,3,38.47651
9,17,2024,10,10,3,38.609734
9,18,2024,10,10,3,36.507217
9,20,2024,10,10,3,37.646027
9,19,2024,10,10,3,31.153872
9,21,2024,10,10,3,37.683163
9,22,2024,10,10,3,37.85999
9,24,2024,10,10,3,38.841705
9,23,2024,10,10,3,42.06263
9,25,2024,10,10,3,38.240818
9,26,2024,10,10,3,29.07223
9,27,2024,10,10,3,38.299
9,28,2024,10,10,3,28.430666
9,29,2024,10,10,3,39.41555
9,30,2024,10,10,3,40.824226
9,31,2024,10,10,3,37.061283
9,32,2024,10,10,3,34.917934
9,33,2024,10,10,3,34.917934
10,0,2024,10,10,3,40.19967
10,1,2024,10,10,3,35.963394
10,2,2024,10,10,3,12.058681
10,3,2024,10,10,3,40.26425
10,4,2024,10,10,3,25.041815
10,5,2024,10,10,3,8.717654
10,6,2024,10,10,3,39.52612
10,7,2024,10,10,3,37.9843
10,8,2024,10,10,3,5.506566
10,9,2024,10,10,3,7.5944867
10,10,2024,10,10,3,7.5944867
10,11,2024,10,10,3,4.314374
10,12,2024,10,10,3,35.244747
10,13,2024,10,10,3,39.409523
10,14,2024,10,10,3,35.74866
10,15,2024,10,10,3,38.52502
10,16,2024,10,10,3,38.52502
10,17,2024,10,10,3,38.658245
10,18,2024,10,10,3,36.541573
10,20,2024,10,10,3,37.793236
10,19,2024,10,10,3,31.414421
10,21,2024,10,10,3,37.83037
10,22,2024,10,10,3,38.54601
10,24,2024,10,10,3,38.790497
10,23,2024,10,10,3,42.74865
10,25,2024,10,10,3,38.197308
10,26,2024,10,10,3,30.086615
10,27,2024,10,10,3,38.05214
10,28,2024,10,10,3,28.594835
10,29,2024,10,10,3,39.40622
10,30,2024,10,10,3,40.584393
10,31,2024,10,10,3,37.22726
10,32,2024,10,10,3,35.049423
10,33,2024,10,10,3,35.049423
11,0,2024,10,10,3,38.127853
11,1,2024,10,10,3,38.638283
11,2,2024,10,10,3,34.453373
11,3,2024,10,10,3,37.646915
11,4,2024,10,10,3,42.902813
11,5,2024,10,10,3,52.970325
11,6,2024,10,10,3,39.17968
11,7,2024,10,10,3,39.498837
11,8,2024,10,10,3,64.39292
11,9,2024,10,10,3,60.728138
11,10,2024,10,10,3,60.728138
11,11,2024,10,10,3,62.628555
11,12,2024,10,10,3,37.566124
11,13,2024,10,10,3,37.858166
11,14,2024,10,10,3,38.49945
11,15,2024,10,10,3,37.95658
11,16,2024,10,10,3,37.95658
11,17,2024,10,10,3,38.16083
11,18,2024,10,10,3,38.548126
11,20,2024,10,10,3,38.168365
11,19,2024,10,10,3,38.86284
11,21,2024,10,10,3,38.2055
11,22,2024,10,10,3,38.95027
11,24,2024,10,10,3,37.82094
11,23,2024,10,10,3,37.979145
11,25,2024,10,10,3,37.93086
11,26,2024,10,10,3,38.925625
11,27,2024,10,10,3,38.33148
11,28,2024,10,10,3,38.85413
11,29,2024,10,10,3,38.17282
11,30,2024,10,10,3,39.1399
11,31,2024,10,10,3,39.83443
11,32,2024,10,10,3,38.377636
11,33,2024,10,10,3,38.377636
12,0,2024,10,10,3,38.194355
12,1,2024,10,10,3,38.885418
12,2,2024,10,10,3,36.836117
12,3,2024,10,10,3,36.8392
12,4,2024,10,10,3,41.017735
12,5,2024,10,10,3,28.105396
12,6,2024,10,10,3,36.84985
12,7,2024,10,10,3,37.527367
12,8,2024,10,10,3,52.94821
12,9,2024,10,10,3,53.79063
12,10,2024,10,10,3,53.79063
12,11,2024,10,10,3,56.827343
12,12,2024,10,10,3,35.999226
12,13,2024,10,10,3,37.235107
12,14,2024,10,10,3,37.9542
12,15,2024,10,10,3,37.433216
12,16,2024,10,10,3,37.433216
12,17,2024,10,10,3,37.637466
12,18,2024,10,10,3,37.90015
12,20,2024,10,10,3,37.51771
12,19,2024,10,10,3,38.214863
12,21,2024,10,10,3,37.554848
12,22,2024,10,10,3,38.271553
12,24,2024,10,10,3,37.269478
12,23,2024,10,10,3,37.33086
12,25,2024,10,10,3,37.3794
12,26,2024,10,10,3,37.364494
12,27,2024,10,10,3,37.558125
12,28,2024,10,10,3,38.512863
12,29,2024,10,10,3,37.23578
12,30,2024,10,10,3,38.50645
12,31,2024,10,10,3,40.142273
12,32,2024,10,10,3,38.3667
12,33,2024,10,10,3,38.3667
0,0,2024,10,11,4,41.77658
0,1,2024,10,11,4,41.66185
0,2,2024,10,11,4,32.796825
0,3,2024,10,11,4,40.548416
0,4,2024,10,11,4,42.384846
0,5,2024,10,11,4,48.351715
0,6,2024,10,11,4,40.302082
0,7,2024,10,11,4,40.43511
0,8,2024,10,11,4,50.341557
0,9,2024,10,11,4,53.82151
0,10,2024,10,11,4,53.82151
0,11,2024,10,11,4,47.844654
0,12,2024,10,11,4,37.00281
0,13,2024,10,11,4,37.82189
0,14,2024,10,11,4,38.731346
0,15,2024,10,11,4,37.184433
0,16,2024,10,11,4,37.184433
0,17,2024,10,11,4,37.497967
0,18,2024,10,11,4,37.55646
0,20,2024,10,11,4,37.982334
0,19,2024,10,11,4,38.53343
0,21,2024,10,11,4,37.912945
0,22,2024,10,11,4,37.98357
0,24,2024,10,11,4,37.816284
0,23,2024,10,11,4,37.903366
0,25,2024,10,11,4,37.823795
0,26,2024,10,11,4,38.41862
0,27,2024,10,11,4,38.410973
0,28,2024,10,11,4,38.938507
0,29,2024,10,11,4,37.97914
0,30,2024,10,11,4,37.640926
0,31,2024,10,11,4,40.43121
0,32,2024,10,11,4,39.566517
0,33,2024,10,11,4,39.566517
1,0,2024,10,11,4,40.900597
1,1,2024,10,11,4,42.759216
1,2,2024,10,11,4,50.74476
1,3,2024,10,11,4,39.53737
1,4,2024,10,11,4,40.888382
1,5,2024,10,11,4,42.06055
1,6,2024,10,11,4,38.97484
1,7,2024,10,11,4,39.857605
1,8,2024,10,11,4,74.42981
1,9,2024,10,11,4,62.87205
1,10,2024,10,11,4,62.87205
1,11,2024,10,11,4,65.4507
1,12,2024,10,11,4,38.95216
1,13,2024,10,11,4,39.470715
1,14,2024,10,11,4,40.464684
1,15,2024,10,11,4,37.827335
1,16,2024,10,11,4,37.827335
1,17,2024,10,11,4,38.14087
1,18,2024,10,11,4,38.522133
1,20,2024,10,11,4,38.793232
1,19,2024,10,11,4,38.583836
1,21,2024,10,11,4,38.73903
1,22,2024,10,11,4,38.93847
1,24,2024,10,11,4,38.774887
1,23,2024,10,11,4,38.649998
1,25,2024,10,11,4,38.7824
1,26,2024,10,11,4,39.68718
1,27,2024,10,11,4,38.596523
1,28,2024,10,11,4,38.257618
1,29,2024,10,11,4,38.36763
1,30,2024,10,11,4,38.05363
1,31,2024,10,11,4,40.204613
1,32,2024,10,11,4,41.439686
1,33,2024,10,11,4,41.439686
2,0,2024,10,11,4,40.180832
2,1,2024,10,11,4,42.857975
2,2,2024,10,11,4,33.757397
2,3,2024,10,11,4,38.336334
2,4,2024,10,11,4,37.095062
2,5,2024,10,11,4,36.6121
2,6,2024,10,11,4,36.601227
2,7,2024,10,11,4,36.917477
2,8,2024,10,11,4,37.028194
2,9,2024,10,11,4,47.08869
2,10,2024,10,11,4,47.08869
2,11,2024,10,11,4,47.157135
2,12,2024,10,11,4,44.136032
2,13,2024,10,11,4,39.658688
2,14,2024,10,11,4,33.891537
2,15,2024,10,11,4,37.665413
2,16,2024,10,11,4,37.665413
2,17,2024,10,11,4,37.919167
2,18,2024,10,11,4,37.567055
2,20,2024,10,11,4,38.472523
2,19,2024,10,11,4,40.290337
2,21,2024,10,11,4,38.22619
2,22,2024,10,11,4,37.227444
2,24,2024,10,11,4,37.9945
2,23,2024,10,11,4,35.893047
2,25,2024,10,11,4,38.13697
2,26,2024,10,11,4,42.474087
2,27,2024,10,11,4,37.48952
2,28,2024,10,11,4,36.024666
2,29,2024,10,11,4,38.390377
2,30,2024,10,11,4,37.500282
2,31,2024,10,11,4,37.54478
2,32,2024,10,11,4,44.326508
2,33,2024,10,11,4,44.326508
3,0,2024,10,11,4,39.0284
3,1,2024,10,11,4,41.203873
3,2,2024,10,11,4,32.791378
3,3,2024,10,11,4,37.957176
3,4,2024,10,11,4,36.304207
3,5,2024,10,11,4,36.694363
3,6,2024,10,11,4,37.19782
