Tanggal,Bahan_pangan,Daerah,Harga_lag_1,Harga_lag_7,Harga_lag_30,Google_trends,Harga,MYRUSD,THBUSD,USDIDR,SGDIDR
2024-10-19,Gula Konsumsi,Aceh,0,0,17990,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Bali,0,0,17450,40,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Banten,0,0,17370,27,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Bengkulu,0,0,17130,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,DI Yogyakarta,0,0,16930,31,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,DKI Jakarta,0,0,18480,5,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Gorontalo,0,0,18210,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Jambi,0,0,17450,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Jawa Barat,0,0,17690,3,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Jawa Tengah,0,0,16890,2,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Jawa Timur,0,0,16460,2,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Kalimantan Barat,0,0,17910,3,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Kalimantan Selatan,0,0,17160,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Kalimantan Tengah,0,0,17780,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Kalimantan Timur,0,0,18320,35,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Kalimantan Utara,0,0,17840,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Kepulauan Bangka Belitung,0,0,17580,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Kepulauan Riau,0,0,15960,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Lampung,0,0,17550,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Maluku Utara,0,0,19620,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Maluku,0,0,19620,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Nusa Tenggara Barat,0,0,17740,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Nusa Tenggara Timur,0,0,18590,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Papua Barat,0,0,20610,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Papua,0,0,19680,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Riau,0,0,17470,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Sulawesi Barat,0,0,17960,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Sulawesi Selatan,0,0,17830,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Sulawesi Tengah,0,0,18740,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Sulawesi Tenggara,0,0,18970,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Sulawesi Utara,0,0,18310,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Sumatera Barat,0,0,17930,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Sumatera Selatan,0,0,17360,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Gula Konsumsi,Sumatera Utara,0,0,17950,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Aceh,0,0,15810,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Bali,0,0,16350,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Banten,0,0,15130,11,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Bengkulu,0,0,15980,35,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,DI Yogyakarta,0,0,16110,20,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,DKI Jakarta,0,0,16810,7,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Gorontalo,0,0,17330,41,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Jambi,0,0,15200,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Jawa Barat,0,0,16730,10,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Jawa Tengah,0,0,16520,10,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Jawa Timur,0,0,16110,10,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Kalimantan Barat,0,0,16790,11,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Kalimantan Selatan,0,0,16210,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Kalimantan Tengah,0,0,15080,40,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Kalimantan Timur,0,0,15960,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Kalimantan Utara,0,0,18220,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Kepulauan Bangka Belitung,0,0,15230,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Kepulauan Riau,0,0,16750,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Lampung,0,0,15960,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Maluku Utara,0,0,0,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Maluku,0,0,17110,35,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Nusa Tenggara Barat,0,0,17400,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Nusa Tenggara Timur,0,0,17380,40,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Papua Barat,0,0,19440,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Papua,0,0,19150,43,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Riau,0,0,16510,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Sulawesi Barat,0,0,15950,33,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Sulawesi Selatan,0,0,15900,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Sulawesi Tengah,0,0,17370,30,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Sulawesi Tenggara,0,0,16940,41,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Sulawesi Utara,0,0,17130,42,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Sumatera Barat,0,0,14910,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Sumatera Selatan,0,0,15680,42,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Curah,Sumatera Utara,0,0,16610,42,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Aceh,0,0,18100,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Bali,0,0,17670,36,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Banten,0,0,17080,10,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Bengkulu,0,0,17160,36,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,DI Yogyakarta,0,0,16210,21,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,DKI Jakarta,0,0,18210,8,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Gorontalo,0,0,19580,42,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Jambi,0,0,16330,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Jawa Barat,0,0,17510,11,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Jawa Tengah,0,0,17080,11,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Jawa Timur,0,0,16870,11,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Kalimantan Barat,0,0,18490,11,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Kalimantan Selatan,0,0,17390,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Kalimantan Tengah,0,0,17880,40,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Kalimantan Timur,0,0,20100,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Kalimantan Utara,0,0,19240,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Kepulauan Bangka Belitung,0,0,16530,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Kepulauan Riau,0,0,17010,40,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Lampung,0,0,17100,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Maluku Utara,0,0,20850,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Maluku,0,0,20230,35,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Nusa Tenggara Barat,0,0,18350,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Nusa Tenggara Timur,0,0,19250,41,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Papua Barat,0,0,25140,41,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Papua,0,0,19910,44,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Riau,0,0,17240,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Sulawesi Barat,0,0,18860,35,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Sulawesi Selatan,0,0,17750,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Sulawesi Tengah,0,0,19410,31,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Sulawesi Tenggara,0,0,20080,42,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Sulawesi Utara,0,0,17240,43,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Sumatera Barat,0,0,17910,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Sumatera Selatan,0,0,17160,44,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Minyak Goreng Kemasan Sederhana,Sumatera Utara,0,0,17760,44,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Aceh,0,0,25590,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Bali,0,0,27440,41,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Banten,0,0,26390,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Bengkulu,0,0,25890,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,DI Yogyakarta,0,0,25570,40,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,DKI Jakarta,0,0,27500,50,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Gorontalo,0,0,31370,36,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Jambi,0,0,27190,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Jawa Barat,0,0,26430,58,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Jawa Tengah,0,0,25700,55,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Jawa Timur,0,0,25270,55,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Kalimantan Barat,0,0,29220,66,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Kalimantan Selatan,0,0,28080,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Kalimantan Tengah,0,0,30870,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Kalimantan Timur,0,0,31460,40,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Kalimantan Utara,0,0,33430,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Kepulauan Bangka Belitung,0,0,29720,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Kepulauan Riau,0,0,31370,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Lampung,0,0,26200,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Maluku Utara,0,0,35550,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Maluku,0,0,36330,41,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Nusa Tenggara Barat,0,0,30930,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Nusa Tenggara Timur,0,0,30230,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Papua Barat,0,0,39450,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Papua,0,0,36650,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Riau,0,0,27040,35,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Sulawesi Barat,0,0,28780,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Sulawesi Selatan,0,0,26660,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Sulawesi Tengah,0,0,28230,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Sulawesi Tenggara,0,0,28290,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Sulawesi Utara,0,0,30930,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Sumatera Barat,0,0,28900,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Sumatera Selatan,0,0,25870,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Telur Ayam Ras,Sumatera Utara,0,0,27470,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Aceh,0,0,10620,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Bali,0,0,10210,40,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Banten,0,0,10280,41,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Bengkulu,0,0,10690,35,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),DI Yogyakarta,0,0,8850,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),DKI Jakarta,0,0,10320,25,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Gorontalo,0,0,10050,35,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Jambi,0,0,10000,36,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Jawa Barat,0,0,10140,48,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Jawa Tengah,0,0,9330,49,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Jawa Timur,0,0,9460,49,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Kalimantan Barat,0,0,11300,62,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Kalimantan Selatan,0,0,9400,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Kalimantan Tengah,0,0,10270,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Kalimantan Timur,0,0,10080,40,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Kalimantan Utara,0,0,12000,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Kepulauan Bangka Belitung,0,0,10520,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Kepulauan Riau,0,0,9950,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Lampung,0,0,10830,39,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Maluku Utara,0,0,12660,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Maluku,0,0,12610,41,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Nusa Tenggara Barat,0,0,9400,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Nusa Tenggara Timur,0,0,10660,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Papua Barat,0,0,12960,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Papua,0,0,12450,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Riau,0,0,10570,35,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Sulawesi Barat,0,0,9280,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Sulawesi Selatan,0,0,9310,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Sulawesi Tengah,0,0,10250,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Sulawesi Tenggara,0,0,9700,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Sulawesi Utara,0,0,10690,37,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Sumatera Barat,0,0,9930,38,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Sumatera Selatan,0,0,8940,40,0,3431.0,436.0,14340.0,3431.0
2024-10-19,Tepung Terigu (Curah),Sumatera Utara,0,0,10850,40,0,3431.0,436.0,14340.0,3431.0
2024-10-20,Bawang Merah,Aceh,0,0,27130,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Bali,0,0,23990,36,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Banten,0,0,25590,33,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Bengkulu,0,0,26810,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,DI Yogyakarta,0,0,21090,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,DKI Jakarta,0,0,30950,52,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Gorontalo,0,0,33440,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Jambi,0,0,22660,37,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Jawa Barat,0,0,24250,52,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Jawa Tengah,0,0,22850,53,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Jawa Timur,0,0,21840,53,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Kalimantan Barat,0,0,29740,50,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Kalimantan Selatan,0,0,25690,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Kalimantan Tengah,0,0,28720,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Kalimantan Timur,0,0,32610,44,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Kalimantan Utara,0,0,36850,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Kepulauan Bangka Belitung,0,0,28820,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Kepulauan Riau,0,0,35880,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Lampung,0,0,22170,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Maluku Utara,0,0,48240,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Maluku,0,0,33930,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Nusa Tenggara Barat,0,0,21660,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Nusa Tenggara Timur,0,0,19430,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Papua Barat,0,0,45300,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Papua,0,0,50390,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Riau,0,0,25290,37,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Sulawesi Barat,0,0,29690,41,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Sulawesi Selatan,0,0,26180,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Sulawesi Tengah,0,0,32660,41,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Sulawesi Tenggara,0,0,27990,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Sulawesi Utara,0,0,35110,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Sumatera Barat,0,0,21440,41,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Sumatera Selatan,0,0,24630,37,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Merah,Sumatera Utara,0,0,25310,37,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Aceh,0,0,38830,37,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Bali,0,0,35830,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Banten,0,0,38430,52,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Bengkulu,0,0,39490,40,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,DI Yogyakarta,0,0,36350,41,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,DKI Jakarta,0,0,40520,46,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Gorontalo,0,0,43320,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Jambi,0,0,37300,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Jawa Barat,0,0,38160,76,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Jawa Tengah,0,0,35910,63,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Jawa Timur,0,0,34760,63,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Kalimantan Barat,0,0,37690,67,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Kalimantan Selatan,0,0,37770,43,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Kalimantan Tengah,0,0,40120,42,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Kalimantan Timur,0,0,42310,47,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Kalimantan Utara,0,0,43520,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Kepulauan Bangka Belitung,0,0,38960,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Kepulauan Riau,0,0,34250,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Lampung,0,0,37320,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Maluku Utara,0,0,52020,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Maluku,0,0,44220,40,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Nusa Tenggara Barat,0,0,38620,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Nusa Tenggara Timur,0,0,40660,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Papua Barat,0,0,47950,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Papua,0,0,51340,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Riau,0,0,38030,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Sulawesi Barat,0,0,41730,42,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Sulawesi Selatan,0,0,40360,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Sulawesi Tengah,0,0,45130,41,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Sulawesi Tenggara,0,0,44000,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Sulawesi Utara,0,0,45830,38,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Sumatera Barat,0,0,38580,40,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Sumatera Selatan,0,0,37180,37,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Bawang Putih Bonggol,Sumatera Utara,0,0,38230,37,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Beras Medium,Aceh,0,0,13490,39,0,3438.0,436.0,14344.0,3438.0
2024-10-20,Beras Medium,Bali,0,0,14080,43,0,3438.0,436.0,14344.0,3438.0
